"Intersection","Analysis Neighborhood","Latitude","Longitude"
"14TH ST \ ROSEMONT PL","Mission","37.76794052124","-122.42553710938"
"03RD ST \ GIRARD ST \ SAN BRUNO AVE","Visitacion Valley","37.71618270874","-122.39974212646"
"LAS VILLAS CT \ NEWCOMB AVE","Bayview Hunters Point","37.7329826355","-122.38548278809"
"21ST ST \ HARRISON ST","Mission","37.75743103027","-122.41234588623"
"REPOSA WAY \ ROCKDALE DR","West of Twin Peaks","37.74044799805","-122.44995880127"
"CALIFORNIA ST \ LEAVENWORTH ST","Nob Hill","37.79120635986","-122.41574859619"
"06TH ST \ TOWNSEND ST","Mission Bay","37.7735748291","-122.39942932129"
"STEINER ST \ TURK ST","Western Addition","37.78028488159","-122.43378448486"
"CARNELIAN WAY \ DIAMOND HEIGHTS BLVD","Noe Valley","37.74688339233","-122.4422454834"
"EASTWOOD DR \ WILDWOOD WAY","West of Twin Peaks","37.72758865356","-122.45738220215"
"BOWDOIN ST \ SILLIMAN ST","Portola","37.72943115234","-122.41200256348"
"ARMSTRONG AVE \ GRIFFITH ST","Bayview Hunters Point","37.72198104858","-122.38475799561"
"29TH AVE \ JUDAH ST","Sunset/Parkside","37.76123046875","-122.48770904541"
"ACME ALY \ CORWIN ST","Twin Peaks","37.7572555542","-122.44020080566"
"EUCALYPTUS DR \ FOREST VIEW DR","Lakeshore","37.73107910156","-122.483543396"
"GRANT AVE \ UNION ST","North Beach","37.8006362915","-122.40758514404"
"CORDOVA ST \ ROLPH ST","Excelsior","37.71341323853","-122.43633270264"
"10TH ST \ FELL ST \ MARKET ST \ POLK ST","Tenderloin","37.77654266357","-122.41750335693"
"LINCOLN BLVD \ LONG AVE","Presidio","37.8058013916","-122.46994018555"
"CRESTA VISTA DR \ LULU ALY","West of Twin Peaks","37.73556518555","-122.45330047607"
"DETROIT ST \ MONTEREY BLVD","West of Twin Peaks","37.73151779175","-122.44429779053"
"HAZELWOOD AVE \ MONTEREY BLVD","West of Twin Peaks","37.73146438599","-122.45491790771"
"GREEN ST \ SONOMA ST","North Beach","37.79985046387","-122.40621948242"
"FRESNO ST \ ROMOLO ST","North Beach","37.79858779907","-122.40637207031"
"FAIR AVE \ MISSION ST","Bernal Heights","37.74559402466","-122.41988372803"
"ESCOLTA WAY \ WAWONA ST","Sunset/Parkside","37.73795700073","-122.48996734619"
"CARVER ST \ MAYFLOWER ST","Bernal Heights","37.74242019653","-122.4100189209"
"46TH AVE \ ULLOA ST","Sunset/Parkside","37.73990631104","-122.50448608398"
"06TH AVE \ ANZA ST","Inner Richmond","37.77909088135","-122.4641418457"
"MISSION ST \ MORSE ST \ WHITTIER ST","Excelsior","37.7103729248","-122.4483795166"
"DONAHUE ST \ GILMAN AVE","Bayview Hunters Point","37.71506500244","-122.38252258301"
"12TH TI ST \ FLOUNDER CT","Treasure Island","37.82618331909","-122.37448120117"
"LONE MOUNTAIN TER \ ROSSI AVE","Lone Mountain/USF","37.77871704102","-122.45629882813"
"DETROIT ST \ FLOOD AVE","West of Twin Peaks","37.72989654541","-122.44429016113"
"SHOTWELL ST \ STONEMAN ST","Bernal Heights","37.74504470825","-122.41491699219"
"35TH AVE \ TARAVAL ST","Sunset/Parkside","37.74229431152","-122.49283599854"
"BENNINGTON ST \ ELLERT ST","Bernal Heights","37.7384223938","-122.41790008545"
"BAY ST \ LAGUNA ST","Marina","37.80326843262","-122.43167877197"
"ASHWOOD LN \ WARREN DR","Inner Sunset","37.75368881226","-122.45745849609"
"ORIZABA AVE \ SAGAMORE ST","Oceanview/Merced/Ingleside","37.71136856079","-122.46257019043"
"ENCANTO AVE \ TERRA VISTA AVE","Lone Mountain/USF","37.78136825562","-122.44385528564"
"RUTLAND ST \ SUNNYDALE AVE","Visitacion Valley","37.70984268188","-122.40863800049"
"HERMANN ST \ STEINER ST","Haight Ashbury","37.77003479004","-122.43171691895"
"03RD ST \ KEARNY ST \ MARKET ST","Financial District/South Beach","37.78764343262","-122.40342712402"
"BAY ST \ GOUGH ST","Marina","37.80372619629","-122.42839813232"
"GRAND VIEW AVE \ MORGAN ALY","Twin Peaks","37.75449371338","-122.44089508057"
"CAYUGA AVE \ VALERTON CT","Outer Mission","37.72273254395","-122.43934631348"
"BROADWAY \ LARKIN ST \ ROBERT C LEVY TUNL","Russian Hill","37.79609298706","-122.42011260986"
"FOERSTER ST \ JOOST AVE","West of Twin Peaks","37.73232650757","-122.44886779785"
"GELLERT DR \ OCEAN AVE","Sunset/Parkside","37.73193740845","-122.49312591553"
"BLYTHDALE AVE \ SANTOS ST","Visitacion Valley","37.71073150635","-122.41876983643"
"JOHN ST \ POWELL ST","Chinatown","37.79605865479","-122.40998840332"
"BRYANT ST \ DORE ST","South of Market","37.77082061768","-122.40913391113"
"01ST ST \ HOWARD ST","Financial District/South Beach","37.78853607178","-122.39603424072"
"36TH AVE \ JOHN F KENNEDY DR","Golden Gate Park","37.76996612549","-122.495262146"
"MASON ST \ SUTTER ST","Nob Hill","37.78901672363","-122.41024017334"
"ANDOVER ST \ CRESCENT AVE","Bernal Heights","37.73488998413","-122.41682434082"
"ARBALLO DR \ SERRANO DR","Lakeshore","37.71910858154","-122.48310089111"
"18TH ST \ CLOVER ST","Castro/Upper Market","37.76049041748","-122.44156646729"
"AVALON AVE \ FELTON ST \ PERU AVE","Excelsior","37.72513961792","-122.42332458496"
"CESAR CHAVEZ ST \ FOLSOM ST","Mission","37.74825668335","-122.41366577148"
"FENTON LN \ PORTOLA DR","Twin Peaks","37.74977874756","-122.44361877441"
"14TH AVE \ MANDALAY LN","Inner Sunset","37.75074005127","-122.4709854126"
"CORBETT AVE \ ORD ST","Castro/Upper Market","37.76182937622","-122.44013214111"
"17TH ST \ ARKANSAS ST","Potrero Hill","37.76501464844","-122.39870452881"
"42ND AVE \ PACHECO ST","Sunset/Parkside","37.74942398071","-122.50085449219"
"PANORAMA DR \ STARVIEW WAY","Twin Peaks","37.75230026245","-122.45169067383"
"ARLINGTON ST \ HIGHLAND AVE","Glen Park","37.73775482178","-122.4255065918"
"BEMIS ST \ CASTRO ST \ SUSSEX ST","Glen Park","37.73585510254","-122.43253326416"
"21ST ST \ FLORIDA ST","Mission","37.7575378418","-122.41053009033"
"23RD ST \ FAIR OAKS ST","Mission","37.75350189209","-122.42413330078"
"BRUSSELS ST \ WILDE AVE","Visitacion Valley","37.71631622314","-122.40110778809"
"FUENTE AVE \ JUAN BAUTISTA CIR","Lakeshore","37.71868515015","-122.4780960083"
"16TH AVE \ PACHECO ST","Inner Sunset","37.75065231323","-122.47299957275"
"32ND AVE \ CABRILLO ST","Outer Richmond","37.77409362793","-122.49182128906"
"DENSLOWE DR \ HOLLOWAY AVE","West of Twin Peaks","37.72119522095","-122.47454833984"
"LARKIN ST \ TURK ST","Tenderloin","37.78237915039","-122.41733551025"
"OXFORD ST \ PIOCHE ST","Excelsior","37.72855377197","-122.42037200928"
"41ST AVE \ RIVERA ST","Sunset/Parkside","37.74573898315","-122.49952697754"
"ADA CT \ AMITY ALY","Tenderloin","37.78580474854","-122.4157409668"
"BROADWAY \ MORRELL PL","Russian Hill","37.79608535767","-122.41925048828"
"KEARNY ST \ VALLEJO ST","North Beach","37.7989692688","-122.40564727783"
"FILBERT ST \ REDFIELD ALY","Russian Hill","37.80068588257","-122.41487884521"
"BAKER ST \ SUTTER ST","Japantown","37.78482818604","-122.44318389893"
"LAFAYETTE ST \ MISSION ST","Mission","37.77347564697","-122.41802978516"
"AUSTIN ST \ FRANK NORRIS ST \ POLK ST","Nob Hill","37.78916549683","-122.42040252686"
"MISSOURI ST \ WATCHMAN WAY","Potrero Hill","37.75562286377","-122.39575958252"
"VAN NESS AVE \ WILLOW ST","Tenderloin","37.78337097168","-122.42082977295"
"FUNSTON AVE \ LURLINE ST","Inner Sunset","37.75925445557","-122.47027587891"
"NORTH POINT ST \ POWELL ST","North Beach","37.80675888062","-122.41213989258"
"30TH ST \ SANCHEZ ST","Glen Park","37.74195480347","-122.42890930176"
"GUTTENBERG ST \ NADELL CT","Excelsior","37.7088432312","-122.44241333008"
"08TH AVE \ JUDAH ST","Inner Sunset","37.76222229004","-122.4651184082"
"BRIGHT ST \ SARGENT ST","Oceanview/Merced/Ingleside","37.71613693237","-122.46352386475"
"CHILD ST \ TELEGRAPH PL","North Beach","37.80289077759","-122.40748596191"
"BANKS ST \ CORTLAND AVE","Bernal Heights","37.73931121826","-122.41265869141"
"AVILA ST \ CHESTNUT ST","Marina","37.80030059814","-122.44030761719"
"ROSELYN TER \ TURK BLVD","Lone Mountain/USF","37.77827835083","-122.44976806641"
"OCTAVIA ST \ PINE ST","Pacific Heights","37.7887878418","-122.42706298828"
"DUNSHEE ST \ PALOU AVE","Bayview Hunters Point","37.73668670654","-122.39568328857"
"CAYUGA AVE \ ROTTECK ST","Outer Mission","37.73123550415","-122.43058013916"
"ALEMANY BLVD \ ONONDAGA AVE","Outer Mission","37.72162628174","-122.43864440918"
"BUSH ST \ MONTGOMERY ST","Financial District/South Beach","37.79096984863","-122.40238189697"
"CALIFORNIA ST \ WALNUT ST","Presidio Heights","37.78704833984","-122.44847106934"
"ANKENY ST \ MILL ST","Visitacion Valley","37.71966171265","-122.40556335449"
"KENSINGTON WAY \ ULLOA ST","West of Twin Peaks","37.74106216431","-122.45983886719"
"47TH AVE \ KIRKHAM ST","Sunset/Parkside","37.7585144043","-122.50686645508"
"HARVARD ST \ SILVER AVE","Excelsior","37.72887420654","-122.4216003418"
"SHORT ST \ YUKON ST","Castro/Upper Market","37.75758361816","-122.44236755371"
"BUCHANAN ST \ EDDY ST","Western Addition","37.78184890747","-122.42903900146"
"BUSH ST \ STOCKTON ST","Financial District/South Beach","37.79036712646","-122.40713500977"
"46TH AVE \ PACHECO ST","Sunset/Parkside","37.74923324585","-122.50514984131"
"LYON ST \ MCALLISTER ST","Lone Mountain/USF","37.77716445923","-122.44332122803"
"MASONIC AVE \ TURK BLVD","Lone Mountain/USF","37.77862167358","-122.44703674316"
"24TH AVE \ PACHECO ST","Sunset/Parkside","37.7502746582","-122.48156738281"
"03RD ST \ LONG BRIDGE VARA","Mission Bay","37.77373123169","-122.38984680176"
"19TH ST \ ILLINOIS ST","Potrero Hill","37.76182556152","-122.38768768311"
"EMERY LN \ VALLEJO ST","Chinatown","37.79846954346","-122.40963745117"
"GRANADA AVE \ SOUTHWOOD DR","West of Twin Peaks","37.72523880005","-122.45735931396"
"15TH ST \ MARKET ST","Castro/Upper Market","37.76601409912","-122.43082427979"
"BEATRICE LN \ ESPANOLA ST","Bayview Hunters Point","37.73089981079","-122.38014984131"
"LATHROP AVE \ NUEVA AVE","Bayview Hunters Point","37.71025085449","-122.39770507813"
"TAYLOR ST \ WASHINGTON ST","Nob Hill","37.79431915283","-122.41300964355"
"15TH ST \ BUENA VISTA TER","Castro/Upper Market","37.76629638672","-122.43855285645"
"CALIFORNIA ST \ OCTAVIA ST","Pacific Heights","37.78974151611","-122.42726135254"
"OAK ST \ PIERCE ST","Hayes Valley","37.77354812622","-122.43411254883"
"CHENERY ST \ CHILTON AVE","Glen Park","37.73490905762","-122.43640136719"
"08TH AVE \ MORAGA ST","Inner Sunset","37.75662994385","-122.46472167969"
"GOUGH ST \ IVY ST","Hayes Valley","37.77735137939","-122.42307281494"
"CONGO ST \ STILLINGS AVE","West of Twin Peaks","37.73440170288","-122.44200897217"
"KINGSTON ST \ SAN JOSE AVE","Bernal Heights","37.74169540405","-122.42343139648"
"24TH ST \ TREAT AVE","Mission","37.75257110596","-122.41299438477"
"FRANKLIN ST \ MARKET ST","Mission","37.77400970459","-122.42070007324"
"LE CONTE AVE \ MEADE AVE","Bayview Hunters Point","37.71703720093","-122.39613342285"
"08TH ST \ STEVENSON ST","South of Market","37.77824020386","-122.41414642334"
"CORTLAND AVE \ ELLSWORTH ST","Bernal Heights","37.73888015747","-122.41455841064"
"02ND AVE \ CALIFORNIA ST","Inner Richmond","37.78553771973","-122.46031188965"
"DAWSON PL \ MALVINA PL \ MASON ST","Nob Hill","37.793384552","-122.4111328125"
"17TH ST \ FLORIDA ST","Mission","37.76425170898","-122.41133117676"
"BUSH ST \ POWELL ST","Nob Hill","37.79016113281","-122.40878295898"
"BANKS ST \ CRESCENT AVE","Bernal Heights","37.73469924927","-122.41307067871"
"PRESIDIO AVE \ WASHINGTON ST","Presidio Heights","37.78993988037","-122.44732666016"
"RIVOLI ST \ STANYAN ST","Haight Ashbury","37.76216506958","-122.45209503174"
"MENDELL ST \ WILLIAMS AVE","Bayview Hunters Point","37.72958374023","-122.39488220215"
"BALTIMORE WAY \ CORDOVA ST",,"37.70816802979","-122.43409729004"
"ALPHA ST \ CAMPBELL AVE","Visitacion Valley","37.71439361572","-122.40382385254"
"32ND AVE \ LAWTON ST","Sunset/Parkside","37.75735473633","-122.49066162109"
"MISSION ST \ SILVER AVE","Excelsior","37.72872924805","-122.43129730225"
"FREDERICK ST \ MASONIC AVE","Haight Ashbury","37.76742553711","-122.44473266602"
"HARRIS PL \ LAGUNA ST","Marina","37.79901504517","-122.43082427979"
"KENNETH REXROTH PL \ VALLEJO ST","Chinatown","37.7986869812","-122.40794372559"
"SUNSET BLVD \ TARAVAL ST","Sunset/Parkside","37.74222564697","-122.49444580078"
"BAY SHORE BLVD \ LELAND AVE","Bayview Hunters Point","37.71118927002","-122.40364837646"
"GATEVIEW AVE \ WESTSIDE DR","Treasure Island","37.8268737793","-122.37766265869"
"HOLLADAY AVE \ PERALTA AVE","Bernal Heights","37.74822235107","-122.40493774414"
"18TH AVE \ ANZA ST","Outer Richmond","37.77850341797","-122.47709655762"
"SACRAMENTO ST \ TAYLOR ST","Nob Hill","37.792552948","-122.41265106201"
"CLAY ST \ WEBSTER ST","Pacific Heights","37.79092025757","-122.43256378174"
"DIGBY ST \ EVERSON ST","Glen Park","37.74004745483","-122.43305969238"
"GREEN ST \ LYON ST","Marina","37.79470825195","-122.44673156738"
"GEARY ST \ SHANNON ST","Tenderloin","37.7868347168","-122.41233825684"
"03RD ST \ FOLSOM ST","South of Market","37.78378677368","-122.39893341064"
"05TH AVE \ HUGO ST","Inner Sunset","37.76516342163","-122.46209716797"
"CANDLESTICK COVE WAY \ EAST CRYSTAL COVE TER \ WEST CRYSTAL COVE TER","Bayview Hunters Point","37.71220016479","-122.39394378662"
"HAZELWOOD AVE \ MANGELS AVE","West of Twin Peaks","37.73292541504","-122.45526123047"
"BUCARELI DR \ GARCES DR","Lakeshore","37.7159576416","-122.48133850098"
"ALHAMBRA ST \ FRANCISCO ST \ SCOTT ST","Marina","37.80112457275","-122.44136810303"
"HAMERTON AVE \ MANGELS AVE","West of Twin Peaks","37.73309326172","-122.43788146973"
"EDNA ST \ JOOST AVE","West of Twin Peaks","37.73233413696","-122.44729614258"
"EDGEWOOD AVE \ FARNSWORTH LN","Inner Sunset","37.76366424561","-122.45494842529"
"GEARY BLVD \ GEARY ST \ VAN NESS AVE","Western Addition","37.78568649292","-122.42139434814"
"ALEMANY BLVD \ HABITAT TER","Oceanview/Merced/Ingleside","37.71081542969","-122.46138763428"
"14TH ST \ LANDERS ST","Castro/Upper Market","37.76779174805","-122.42786407471"
"33RD AVE \ IRVING ST","Sunset/Parkside","37.76290130615","-122.49212646484"
"PARKER AVE \ TURK BLVD","Lone Mountain/USF","37.77782821655","-122.45338439941"
"DUBOCE AVE \ ELGIN PARK","Mission","37.76982116699","-122.42314910889"
"SCHWERIN ST \ SUNNYDALE AVE","Visitacion Valley","37.71060562134","-122.41134643555"
"CONCORD ST \ HANOVER ST","Excelsior","37.70965957642","-122.44162750244"
"FILLMORE ST \ LAUSSAT ST","Hayes Valley","37.77164077759","-122.43035125732"
"GLADSTONE DR \ MAYNARD ST","Excelsior","37.72951126099","-122.42379760742"
"DELLBROOK AVE \ LORI LN","Twin Peaks","37.755027771","-122.45415496826"
"QUINT ST \ SCOTIA AVE","Bayview Hunters Point","37.73286056519","-122.40056610107"
"AGNON AVE \ JUSTIN DR","Bernal Heights","37.7343711853","-122.42287445068"
"BOWLEY ST \ LINCOLN BLVD \ PERSHING DR","Presidio","37.79235076904","-122.48101043701"
"BRENTWOOD AVE \ COLON AVE","West of Twin Peaks","37.73388290405","-122.45822906494"
"RUSSIA AVE \ VIENNA ST","Excelsior","37.71891784668","-122.43158721924"
"BAKER ST \ MILEY ST","Marina","37.79722595215","-122.44569396973"
"10TH AVE \ KIRKHAM ST","Inner Sunset","37.76026535034","-122.46712493896"
"COMMERCIAL ST \ MONTGOMERY ST","Chinatown","37.79421615601","-122.4030456543"
"22ND ST \ MISSOURI ST","Potrero Hill","37.75747680664","-122.39601135254"
"EVANS AVE \ SELBY ST","Bayview Hunters Point","37.74616241455","-122.39405059814"
"ELMIRA ST \ SILVER AVE","Bayview Hunters Point","37.73366546631","-122.40351104736"
"PALOU AVE \ QUINT ST \ SILVER AVE","Bayview Hunters Point","37.73715591431","-122.39651489258"
"BATTERY ST \ BUSH ST","Financial District/South Beach","37.79132843018","-122.39957427979"
"MIRALOMA DR \ RAVENWOOD DR \ YERBA BUENA AVE","West of Twin Peaks","37.73517990112","-122.46047973633"
"47TH AVE \ GEARY BLVD","Outer Richmond","37.7790145874","-122.50830078125"
"BEACH ST \ LARKIN ST","Russian Hill","37.80643463135","-122.42219543457"
"15TH AVE \ TACOMA ST","Outer Richmond","37.78181838989","-122.47406768799"
"CONGO ST \ FLOOD AVE","West of Twin Peaks","37.7299118042","-122.44200897217"
"EUREKA ST \ MARKET ST","Castro/Upper Market","37.76170349121","-122.43836212158"
"26TH AVE \ LAKE ST","Seacliff","37.78569793701","-122.48622131348"
"MONETA CT \ MONETA WAY","Outer Mission","37.71313095093","-122.44944763184"
"LOS PALMOS DR \ TERESITA BLVD","West of Twin Peaks","37.73486328125","-122.44583129883"
"06TH AVE \ JUDAH ST","Inner Sunset","37.76231765747","-122.46297454834"
"FOLSOM ST \ GROTE PL","Financial District/South Beach","37.78770828247","-122.39395904541"
"28TH AVE \ JUDAH ST","Sunset/Parkside","37.76127624512","-122.48664093018"
"EDGAR AVE \ NIAGARA AVE","Oceanview/Merced/Ingleside","37.72129821777","-122.45212554932"
"DORANTES AVE \ SAN MARCOS AVE","West of Twin Peaks","37.74591064453","-122.46356964111"
"GENNESSEE ST \ JOOST AVE","West of Twin Peaks","37.73231506348","-122.45115661621"
"BLANCHE ST \ ELIZABETH ST","Noe Valley","37.75234985352","-122.42915344238"
"TURK ST \ WEBSTER ST","Western Addition","37.78071594238","-122.43042755127"
"MAJESTIC AVE \ SUMMIT ST","Oceanview/Merced/Ingleside","37.71546936035","-122.45315551758"
"22ND ST \ CRAIG LN","Potrero Hill","37.75811004639","-122.38549041748"
"HEMLOCK ST \ LARKIN ST","Nob Hill","37.78748703003","-122.41836547852"
"08TH ST \ TEHAMA ST","South of Market","37.77579498291","-122.41107177734"
"27TH AVE \ LAWTON ST","Sunset/Parkside","37.75758743286","-122.48530578613"
"ALEMANY BLVD \ LYELL ST","Outer Mission","37.73056793213","-122.43119049072"
"EUCLID AVE \ MASONIC AVE","Presidio Heights","37.78508377075","-122.44761657715"
"MISSION ST \ NEW MONTGOMERY ST","Financial District/South Beach","37.78744888306","-122.40050506592"
"CLAY ST \ SPRUCE ST","Presidio Heights","37.7882270813","-122.45376586914"
"ELIZABETH ST \ VICKSBURG ST","Noe Valley","37.75238418579","-122.42861175537"
"OMAR WAY \ ROCKDALE DR","West of Twin Peaks","37.73930740356","-122.44956970215"
"44TH AVE \ ORTEGA ST","Sunset/Parkside","37.75119018555","-122.50313568115"
"45TH AVE \ POINT LOBOS AVE","Outer Richmond","37.77989578247","-122.50621795654"
"BEACH ST \ BRODERICK ST","Marina","37.80349349976","-122.44526672363"
"MCKINNON AVE \ RANKIN ST","Bayview Hunters Point","37.74007797241","-122.39670562744"
"17TH AVE \ LAWTON ST","Inner Sunset","37.75806045532","-122.47459411621"
"HARBOR RD \ NORTHRIDGE RD","Bayview Hunters Point","37.73101043701","-122.37699890137"
"KEITH ST \ SHAFTER AVE","Bayview Hunters Point","37.72998046875","-122.38885498047"
"10TH AVE \ GEARY BLVD","Inner Richmond","37.78082275391","-122.46856689453"
"PARKRIDGE DR \ VISTA LN","Twin Peaks","37.75234985352","-122.44598388672"
"27TH ST \ SAFIRA LN","Noe Valley","37.74617767334","-122.43923187256"
"GRANT AVE \ PACIFIC AVE","Chinatown","37.79690170288","-122.40682983398"
"DELLBROOK AVE \ OLYMPIA WAY","Twin Peaks","37.75127792358","-122.45439147949"
"JENNINGS ST \ QUESADA AVE","Bayview Hunters Point","37.73016738892","-122.38584899902"
"FRANKLIN ST \ OAK ST","Hayes Valley","37.77523422241","-122.42095947266"
"BROADWAY \ CYRUS PL","Russian Hill","37.79655838013","-122.41719055176"
"39TH AVE \ JUDAH ST","Sunset/Parkside","37.76075744629","-122.49842071533"
"40TH AVE \ ORTEGA ST","Sunset/Parkside","37.75138092041","-122.49884033203"
"BEALE ST \ FOLSOM ST","Financial District/South Beach","37.78868484497","-122.3927230835"
"22ND ST \ SOUTH VAN NESS AVE","Mission","37.75556945801","-122.41656494141"
"25TH ST \ CHURCH ST","Noe Valley","37.75009536743","-122.42727661133"
"LEE AVE \ OCEAN AVE","West of Twin Peaks","37.72345733643","-122.45411682129"
"GENEVA AVE \ OCEAN AVE","Oceanview/Merced/Ingleside","37.72299194336","-122.4515914917"
"CHESTNUT ST \ MONTGOMERY ST","North Beach","37.80476379395","-122.40517425537"
"BOCANA ST \ ELLERT ST","Bernal Heights","37.73853683472","-122.41907501221"
"GLADEVIEW WAY \ OLYMPIA WAY","Twin Peaks","37.7512550354","-122.45055389404"
"16TH ST \ VALENCIA ST","Mission","37.76491928101","-122.42189025879"
"27TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75945281982","-122.48543548584"
"GENEVA AVE \ LISBON ST","Excelsior","37.71530914307","-122.438621521"
"46TH AVE \ WAWONA ST","Sunset/Parkside","37.7361831665","-122.50422668457"
"17TH ST \ ORD ST","Castro/Upper Market","37.76218795776","-122.44017028809"
"16TH ST \ SPENCER ST","Mission","37.76475524902","-122.42457580566"
"SUNSET BLVD \ ULLOA ST","Sunset/Parkside","37.74035644531","-122.49431610107"
"GREEN ST \ OCTAVIA ST","Marina","37.79699325562","-122.42872619629"
"MISSION ST \ SENECA AVE","Excelsior","37.71766662598","-122.44010925293"
"10TH ST \ JESSIE ST","South of Market","37.77576446533","-122.41652679443"
"18TH ST \ DEARBORN ST","Mission","37.76162719727","-122.42277526855"
"FRANKLIN ST \ GREENWICH ST","Marina","37.80020523071","-122.42600250244"
"CALIFORNIA ST \ FUNSTON AVE","Inner Richmond","37.78447723389","-122.47205352783"
"FAXON AVE \ GRAFTON AVE","Oceanview/Merced/Ingleside","37.72002029419","-122.46022033691"
"19TH AVE \ ULLOA ST","West of Twin Peaks","37.74118804932","-122.47554016113"
"45TH AVE \ ANZA ST","Outer Richmond","37.77719116211","-122.50601959229"
"ERIE ST \ MISSION ST","Mission","37.76904678345","-122.42002868652"
"AVENUE B \ CHINOOK CT","Treasure Island","37.82362365723","-122.37503814697"
"CENTRAL AVE \ HAIGHT ST","Haight Ashbury","37.77042770386","-122.44364929199"
"CARDENAS AVE \ GONZALEZ DR","Lakeshore","37.71892166138","-122.47550964355"
"CENTRAL AVE \ OAK ST","Golden Gate Park","37.77229690552","-122.44402313232"
"31ST AVE \ GEARY BLVD","Outer Richmond","37.77979660034","-122.49116516113"
"MARIPOSA ST \ MISSISSIPPI ST","Potrero Hill","37.76396560669","-122.39470672607"
"GOLDEN GATE AVE \ POLK ST","Tenderloin","37.78123474121","-122.4188079834"
"BROAD ST \ PLYMOUTH AVE","Oceanview/Merced/Ingleside","37.71319198608","-122.4560546875"
"29TH ST \ CASTRO ST \ DAY ST","Noe Valley","37.7432975769","-122.4333190918"
"ANZA ST \ BLAKE ST","Lone Mountain/USF","37.78062057495","-122.45084381104"
"FELTON ST \ UNIVERSITY ST","Portola","37.72745513916","-122.41445922852"
"18TH ST \ LAPIDGE ST","Mission","37.76165008545","-122.42240905762"
"COLLINGWOOD ST \ MARKET ST","Castro/Upper Market","37.7621383667","-122.4362411499"
"EL CAMINO DEL MAR \ LAKE ST","Seacliff","37.78638076782","-122.49208068848"
"FLORIDA ST \ PRECITA AVE","Bernal Heights","37.74755477905","-122.40956878662"
"OFARRELL ST \ STEINER ST","Western Addition","37.78308486938","-122.43434906006"
"23RD AVE \ LAWTON ST","Sunset/Parkside","37.75777816772","-122.48101806641"
"25TH ST \ OSAGE ALY","Mission","37.75060653687","-122.41886138916"
"OAK ST \ WEBSTER ST","Hayes Valley","37.77418136597","-122.42917633057"
"FARVIEW CT \ FREDELA LN","Twin Peaks","37.75511550903","-122.45069885254"
"09TH AVE \ SOTELO AVE","West of Twin Peaks","37.74964523315","-122.46504211426"
"JARBOE AVE \ NEVADA ST","Bernal Heights","37.73820877075","-122.41149902344"
"CHARLTON CT \ UNION ST","Marina","37.79760360718","-122.43143463135"
"BELLA VISTA WAY \ LOS PALMOS DR","West of Twin Peaks","37.73461914063","-122.4507598877"
"AVALON AVE \ VIENNA ST","Excelsior","37.72515106201","-122.42691040039"
"GOETTINGEN ST \ OLMSTEAD ST","Portola","37.72206497192","-122.40456390381"
"BURROWS ST \ HOLYOKE ST","Portola","37.7275428772","-122.409034729"
"17TH ST \ SOUTH VAN NESS AVE","Mission","37.76357269287","-122.41733551025"
"GLENBROOK AVE \ MOUNTAIN SPRING AVE","Twin Peaks","37.75819396973","-122.4494934082"
"46TH AVE \ IRVING ST","Sunset/Parkside","37.7622833252","-122.50605773926"
"35TH AVE \ CLEMENT ST","Lincoln Park","37.7815284729","-122.49559020996"
"05TH AVE \ IRVING ST","Inner Sunset","37.7642250061","-122.46202850342"
"DALEWOOD WAY \ LANSDALE AVE \ LUDLOW ALY","West of Twin Peaks","37.73853302002","-122.45959472656"
"CIRCULAR AVE \ HEARST AVE","West of Twin Peaks","37.73073959351","-122.43869018555"
"43RD AVE \ PACHECO ST","Sunset/Parkside","37.74937820435","-122.50193023682"
"OCEAN AVE \ PINEHURST WAY","West of Twin Peaks","37.72678375244","-122.46607208252"
"03RD ST \ LE CONTE AVE","Bayview Hunters Point","37.71883392334","-122.39747619629"
"BUCHANAN ST \ LARCH ST","Western Addition","37.78142929077","-122.42895507813"
"SHRADER ST \ WALLER ST","Haight Ashbury","37.76844406128","-122.45167541504"
"GEARY ST \ JONES ST","Tenderloin","37.78672790527","-122.41316223145"
"OAK ST \ OAK ACCESS RD \ STANYAN ST","Golden Gate Park","37.77105331421","-122.45390319824"
"ALVARADO ST \ DIXIE ALY \ GRAND VIEW AVE","Twin Peaks","37.75336456299","-122.44188690186"
"11TH TI ST \ AVENUE I","Treasure Island","37.82738113403","-122.369972229"
"DARTMOUTH ST \ SWEENY ST","Portola","37.73131561279","-122.41373443604"
"LAGUNA ST \ REDWOOD ST","Western Addition","37.77972412109","-122.42692565918"
"ANNIE ST \ JESSIE ST","Financial District/South Beach","37.78727340698","-122.40182495117"
"25TH AVE \ LAKE ST","Seacliff","37.78574752808","-122.48514556885"
"26TH ST \ CASTRO ST","Noe Valley","37.74809646606","-122.43376922607"
"EARL ST \ KIRKWOOD AVE","Bayview Hunters Point","37.72863769531","-122.37316131592"
"FILLMORE ST \ RETIRO WAY","Marina","37.80626296997","-122.43743133545"
"24TH AVE \ TARAVAL ST","Sunset/Parkside","37.74281311035","-122.48104858398"
"HERMANN ST \ WEBSTER ST","Hayes Valley","37.77045059204","-122.4284286499"
"23RD AVE \ MORAGA ST","Sunset/Parkside","37.75592041016","-122.4808883667"
"DEMING ST \ URANUS TER","Castro/Upper Market","37.76047897339","-122.4453125"
